Soc;Annee;Mois;qqt_achetee
001;2008;08;189
001;2008;08;94
001;2008;08;79
001;2008;08;82
001;2008;08;202
001;2008;08;215
001;2008;08;176
001;2008;09;186
001;2008;09;81
001;2008;09;241
001;2008;09;206
001;2008;09;209
001;2008;09;159
001;2008;09;237
001;2008;09;235
001;2008;09;219
001;2008;09;138
001;2008;09;189
001;2008;09;135
001;2008;09;218
001;2008;09;192
001;2008;09;125
001;2008;09;60
001;2008;09;106
001;2008;09;133
001;2008;09;235
001;2008;09;38
001;2008;09;237
001;2008;09;25
001;2008;09;147
001;2008;09;174
001;2008;09;152
001;2008;09;63
001;2008;09;19
001;2008;09;152
001;2008;09;193
001;2008;09;88
001;2008;10;228
001;2008;10;200
001;2008;10;210
001;2008;10;208
001;2008;10;121
001;2008;10;248
001;2008;10;122
001;2008;10;2
001;2008;10;136
001;2008;10;170
001;2008;10;163
001;2008;10;205
001;2008;10;82
001;2008;10;198
001;2008;10;198
001;2008;10;216
001;2008;10;206
001;2008;10;219
001;2008;10;72
001;2008;10;216
001;2008;10;105
001;2008;10;119
001;2008;10;238
001;2008;10;89
001;2008;10;8
001;2008;10;73
001;2008;10;144
001;2008;10;91
001;2008;10;10
001;2008;10;133
001;2008;10;210
001;2008;11;95
001;2008;11;142
001;2008;11;58
001;2008;11;103
001;2008;11;93
001;2008;11;117
001;2008;11;211
001;2008;11;165
001;2008;11;9
001;2008;11;196
001;2008;11;218
001;2008;11;120
001;2008;11;97
001;2008;11;185
001;2008;11;162
001;2008;11;15
001;2008;11;248
001;2008;11;197
001;2008;11;136
001;2008;11;114
001;2008;11;160
001;2008;11;51
001;2008;11;109
001;2008;11;174
001;2008;11;85
001;2008;11;143
001;2008;11;71
001;2008;11;89
001;2008;11;243
001;2008;11;233
001;2008;12;79
001;2008;12;121
001;2008;12;171
001;2008;12;52
001;2008;12;80
001;2008;12;224
001;2008;12;232
001;2008;12;241
001;2008;12;71
001;2008;12;41
001;2008;12;21
001;2008;12;227
001;2008;12;173
001;2008;12;42
001;2008;12;197
001;2008;12;213
001;2008;12;19
001;2008;12;76
001;2008;12;47
001;2008;12;174
001;2008;12;246
001;2008;12;71
001;2008;12;201
001;2008;12;112
001;2008;12;110
001;2008;12;230
001;2008;12;197
001;2008;12;83
001;2008;12;242
001;2008;12;229
001;2008;12;37
002;2008;01;95
002;2008;01;197
002;2008;01;158
002;2008;01;190
002;2008;01;72
002;2008;01;51
002;2008;01;84
002;2008;01;30
002;2008;01;69
002;2008;01;105
002;2008;01;28
002;2008;01;70
002;2008;01;51
002;2008;01;192
002;2008;01;232
002;2008;01;16
002;2008;01;200
002;2008;01;65
002;2008;01;145
002;2008;01;159
002;2008;01;137
002;2008;01;142
002;2008;01;169
002;2008;01;200
002;2008;01;163
002;2008;01;233
002;2008;01;40
002;2008;01;118
002;2008;01;98
002;2008;01;106
002;2008;01;84
002;2008;02;68
002;2008;02;127
002;2008;02;135
002;2008;02;47
002;2008;02;3
002;2008;02;222
002;2008;02;82
002;2008;02;110
002;2008;02;214
002;2008;02;99
002;2008;02;62
002;2008;02;124
002;2008;02;113
002;2008;02;214
002;2008;02;81
002;2008;02;37
002;2008;02;118
002;2008;02;237
002;2008;02;136
002;2008;02;40
002;2008;02;224
002;2008;02;178
002;2008;02;170
002;2008;02;206
002;2008;02;19
002;2008;02;224
002;2008;02;152
002;2008;02;132
002;2008;03;210
002;2008;03;134
002;2008;03;53
002;2008;03;153
002;2008;03;151
002;2008;03;169
002;2008;03;28
002;2008;03;198
002;2008;03;175
002;2008;03;98
002;2008;03;196
002;2008;03;165
002;2008;03;117
002;2008;03;131
002;2008;03;60
002;2008;03;68
002;2008;03;51
002;2008;03;177
002;2008;03;71
002;2008;03;35
002;2008;03;158
002;2008;03;166
002;2008;03;167
002;2008;03;246
002;2008;03;21
002;2008;03;198
002;2008;03;153
002;2008;03;79
002;2008;03;233
002;2008;03;173
002;2008;03;184
002;2008;04;79
002;2008;04;120
002;2008;04;8
002;2008;04;147
002;2008;04;142
002;2008;04;138
002;2008;04;124
002;2008;04;118
002;2008;04;68
002;2008;04;129
002;2008;04;95
002;2008;04;178
002;2008;04;179
002;2008;04;232
002;2008;04;201
002;2008;04;43
002;2008;04;200
002;2008;04;244
002;2008;04;114
002;2008;04;186
002;2008;04;52
002;2008;04;143
002;2008;04;161
002;2008;04;211
002;2008;04;119
002;2008;04;189
002;2008;04;122
002;2008;04;13
002;2008;04;127
002;2008;04;224
002;2008;05;42
002;2008;05;139
002;2008;05;30
002;2008;05;146
002;2008;05;87
002;2008;05;212
002;2008;05;239
002;2008;05;20
002;2008;05;0
002;2008;05;40
002;2008;05;54
002;2008;05;249
002;2008;05;13
002;2008;05;54
002;2008;05;68
002;2008;05;217
002;2008;05;84
002;2008;05;236
002;2008;05;42
002;2008;05;7
002;2008;05;157
002;2008;05;203
002;2008;05;237
002;2008;05;198
002;2008;05;33
002;2008;05;245
002;2008;05;197
002;2008;05;106
002;2008;05;79
002;2008;05;16
002;2008;05;126
002;2008;06;178
002;2008;06;168
002;2008;06;56
002;2008;06;149
002;2008;06;10
002;2008;06;125
002;2008;06;98
002;2008;06;151
002;2008;06;90
002;2008;06;211
002;2008;06;229
002;2008;06;143
002;2008;06;148
002;2008;06;78
002;2008;06;229
002;2008;06;99
002;2008;06;217
002;2008;06;65
002;2008;06;22
002;2008;06;183
002;2008;06;93
002;2008;06;162
002;2008;06;24
002;2008;06;198
002;2008;06;140
002;2008;06;131
002;2008;06;223
002;2008;06;190
002;2008;06;196
002;2008;06;74
002;2008;07;42
002;2008;07;28
002;2008;07;156
002;2008;07;60
002;2008;07;166
002;2008;07;15
002;2008;07;248
002;2008;07;127
002;2008;07;207
002;2008;07;192
002;2008;07;239
002;2008;07;195
002;2008;07;33
002;2008;07;21
002;2008;07;133
002;2008;07;159
002;2008;07;215
002;2008;07;240
002;2008;07;168
002;2008;07;121
002;2008;07;159
002;2008;07;155
002;2008;07;231
002;2008;07;114
002;2008;07;71
002;2008;07;215
002;2008;07;199
002;2008;07;45
002;2008;07;158
002;2008;07;127
002;2008;07;78
002;2008;08;191
002;2008;08;149
002;2008;08;137
002;2008;08;76
002;2008;08;212
002;2008;08;216
002;2008;08;201
002;2008;08;250
002;2008;08;34
002;2008;08;33
002;2008;08;190
002;2008;08;129
002;2008;08;70
002;2008;08;100
002;2008;08;50
002;2008;08;92
002;2008;08;55
002;2008;08;123
002;2008;08;242
002;2008;08;234
002;2008;08;34
002;2008;08;53
002;2008;08;71
002;2008;08;182
002;2008;08;110
002;2008;08;112
002;2008;08;230
002;2008;08;55
002;2008;08;23
002;2008;08;217
002;2008;08;96
002;2008;09;179
002;2008;09;78
002;2008;09;189
002;2008;09;174
002;2008;09;72
002;2008;09;225
002;2008;09;4
002;2008;09;23
002;2008;09;205
002;2008;09;109
002;2008;09;166
002;2008;09;244
002;2008;09;177
002;2008;09;216
002;2008;09;91
002;2008;09;2
002;2008;09;64
002;2008;09;248
002;2008;09;165
002;2008;09;12
002;2008;09;55
002;2008;09;12
002;2008;09;29
002;2008;09;90
002;2008;09;87
002;2008;09;142
002;2008;09;21
002;2008;09;119
002;2008;09;146
002;2008;09;127
002;2008;10;183
002;2008;10;154
002;2008;10;100
002;2008;10;49
002;2008;10;59
002;2008;10;187
002;2008;10;249
002;2008;10;72
002;2008;10;120
002;2008;10;210
002;2008;10;104
002;2008;10;24
002;2008;10;225
002;2008;10;60
002;2008;10;6
002;2008;10;114
002;2008;10;15
002;2008;10;221
002;2008;10;207
002;2008;10;211
002;2008;10;51
002;2008;10;228
002;2008;10;233
002;2008;10;21
002;2008;10;202
002;2008;10;225
002;2008;10;192
002;2008;10;96
002;2008;10;62
002;2008;10;200
002;2008;10;48
002;2008;11;84
002;2008;11;75
002;2008;11;169
002;2008;11;42
002;2008;11;71
002;2008;11;152
002;2008;11;156
002;2008;11;212
002;2008;11;125
002;2008;11;149
002;2008;11;67
002;2008;11;81
002;2008;11;215
002;2008;11;12
002;2008;11;30
002;2008;11;196
002;2008;11;53
002;2008;11;179
002;2008;11;39
002;2008;11;86
002;2008;11;106
002;2008;11;170
002;2008;11;246
002;2008;11;27
002;2008;11;165
002;2008;11;125
002;2008;11;6
002;2008;11;11
002;2008;11;219
002;2008;11;150
002;2008;12;226
002;2008;12;175
002;2008;12;157
002;2008;12;175
002;2008;12;25
002;2008;12;162
002;2008;12;196
002;2008;12;29
002;2008;12;146
002;2008;12;224
002;2008;12;28
002;2008;12;90
002;2008;12;127
002;2008;12;233
002;2008;12;175
002;2008;12;25
002;2008;12;23
002;2008;12;141
002;2008;12;70
002;2008;12;17
002;2008;12;217
002;2008;12;124
002;2008;12;113
002;2008;12;193
002;2008;12;21
002;2008;12;0
002;2008;12;162
002;2008;12;28
002;2008;12;192
002;2008;12;42
002;2008;12;114
003;2008;01;44
003;2008;01;179
003;2008;01;186
003;2008;01;101
003;2008;01;112
003;2008;01;249
003;2008;01;89
003;2008;01;56
003;2008;01;40
003;2008;01;189
003;2008;01;155
003;2008;01;96
003;2008;01;213
003;2008;01;220
003;2008;01;230
003;2008;01;200
003;2008;01;56
003;2008;01;50
003;2008;01;11
003;2008;01;22
003;2008;01;151
003;2008;01;25
003;2008;01;138
003;2008;01;156
003;2008;01;95
003;2008;01;234
003;2008;01;224
003;2008;01;224
003;2008;01;75
003;2008;01;203
003;2008;01;107
003;2008;02;122
003;2008;02;47
003;2008;02;79
003;2008;02;48
003;2008;02;89
003;2008;02;178
003;2008;02;233
003;2008;02;57
003;2008;02;132
003;2008;02;50
003;2008;02;150
003;2008;02;243
003;2008;02;13
003;2008;02;184
003;2008;02;149
003;2008;02;97
003;2008;02;94
003;2008;02;224
003;2008;02;181
003;2008;02;65
003;2008;02;181
003;2008;02;28
003;2008;02;88
003;2008;02;193
003;2008;02;143
003;2008;02;149
003;2008;02;132
003;2008;02;59
003;2008;03;209
003;2008;03;22
003;2008;03;164
003;2008;03;184
003;2008;03;158
003;2008;03;137
003;2008;03;166
003;2008;03;133
003;2008;03;137
003;2008;03;67
003;2008;03;15
003;2008;03;182
003;2008;03;128
003;2008;03;80
003;2008;03;156
003;2008;03;91
003;2008;03;26
003;2008;03;190
003;2008;03;60
003;2008;03;50
003;2008;03;53
003;2008;03;14
003;2008;03;168
003;2008;03;200
003;2008;03;196
003;2008;03;109
003;2008;03;58
003;2008;03;178
003;2008;03;99
003;2008;03;40
003;2008;03;98
003;2008;04;245
003;2008;04;0
003;2008;04;114
003;2008;04;71
003;2008;04;188
003;2008;04;132
003;2008;04;157
003;2008;04;19
003;2008;04;203
003;2008;04;120
003;2008;04;90
003;2008;04;113
003;2008;04;11
003;2008;04;186
003;2008;04;178
003;2008;04;149
003;2008;04;48
003;2008;04;183
003;2008;04;180
003;2008;04;52
003;2008;04;91
003;2008;04;72
003;2008;04;202
003;2008;04;245
003;2008;04;19
003;2008;04;225
003;2008;04;248
003;2008;04;196
003;2008;04;54
003;2008;04;12
003;2008;05;123
003;2008;05;239
003;2008;05;242
003;2008;05;32
003;2008;05;33
003;2008;05;190
003;2008;05;246
003;2008;05;136
003;2008;05;88
003;2008;05;165
003;2008;05;21
003;2008;05;129
003;2008;05;33
003;2008;05;83
003;2008;05;131
003;2008;05;104
003;2008;05;181
003;2008;05;46
003;2008;05;59
003;2008;05;49
003;2008;05;143
003;2008;05;138
003;2008;05;92
003;2008;05;143
003;2008;05;103
003;2008;05;129
003;2008;05;178
003;2008;05;84
003;2008;05;193
003;2008;05;204
003;2008;05;242
003;2008;06;94
003;2008;06;203
003;2008;06;208
003;2008;06;139
003;2008;06;223
003;2008;06;135
003;2008;06;228
003;2008;06;56
003;2008;06;94
003;2008;06;62
003;2008;06;72
003;2008;06;233
003;2008;06;155
003;2008;06;146
003;2008;06;84
003;2008;06;243
003;2008;06;232
003;2008;06;207
003;2008;06;95
003;2008;06;98
003;2008;06;82
003;2008;06;168
003;2008;06;42
003;2008;06;108
003;2008;06;216
003;2008;06;227
003;2008;06;45
003;2008;06;250
003;2008;06;110
003;2008;06;199
003;2008;07;35
003;2008;07;211
003;2008;07;43
003;2008;07;126
003;2008;07;237
003;2008;07;208
003;2008;07;105
003;2008;07;138
003;2008;07;173
003;2008;07;17
003;2008;07;51
003;2008;07;152
003;2008;07;183
003;2008;07;144
003;2008;07;122
003;2008;07;157
003;2008;07;139
003;2008;07;156
003;2008;07;86
003;2008;07;204
003;2008;07;124
003;2008;07;195
003;2008;07;130
003;2008;07;69
003;2008;07;37
003;2008;07;243
003;2008;07;62
003;2008;07;127
003;2008;07;201
003;2008;07;220
003;2008;07;138
003;2008;08;22
003;2008;08;164
003;2008;08;130
003;2008;08;101
003;2008;08;207
003;2008;08;82
003;2008;08;29
003;2008;08;217
003;2008;08;60
003;2008;08;225
003;2008;08;24
003;2008;08;75
003;2008;08;170
003;2008;08;93
003;2008;08;98
003;2008;08;116
003;2008;08;90
003;2008;08;7
003;2008;08;3
003;2008;08;55
003;2008;08;220
003;2008;08;239
003;2008;08;96
003;2008;08;195
003;2008;08;51
003;2008;08;58
003;2008;08;7
003;2008;08;58
003;2008;08;126
003;2008;08;233
003;2008;08;38
003;2008;09;243
003;2008;09;211
003;2008;09;7
003;2008;09;38
003;2008;09;102
003;2008;09;204
003;2008;09;141
003;2008;09;188
003;2008;09;48
003;2008;09;49
003;2008;09;79
003;2008;09;150
003;2008;09;246
003;2008;09;178
003;2008;09;224
003;2008;09;157
003;2008;09;78
003;2008;09;95
003;2008;09;151
003;2008;09;52
003;2008;09;142
003;2008;09;28
003;2008;09;38
003;2008;09;191
003;2008;09;242
003;2008;09;239
003;2008;09;29
003;2008;09;45
003;2008;09;214
003;2008;09;248
003;2008;10;235
003;2008;10;209
003;2008;10;136
003;2008;10;120
003;2008;10;200
003;2008;10;194
003;2008;10;16
003;2008;10;185
003;2008;10;219
003;2008;10;244
003;2008;10;159
003;2008;10;57
003;2008;10;82
003;2008;10;15
003;2008;10;159
003;2008;10;233
003;2008;10;188
003;2008;10;37
003;2008;10;179
003;2008;10;197
003;2008;10;98
003;2008;10;122
003;2008;10;28
003;2008;10;78
003;2008;10;99
003;2008;10;5
003;2008;10;146
003;2008;10;156
003;2008;10;97
003;2008;10;113
003;2008;10;173
003;2008;11;116
003;2008;11;77
003;2008;11;173
003;2008;11;100
003;2008;11;129
003;2008;11;100
003;2008;11;87
003;2008;11;128
003;2008;11;200
003;2008;11;20
003;2008;11;229
003;2008;11;197
003;2008;11;226
003;2008;11;246
003;2008;11;165
003;2008;11;76
003;2008;11;49
003;2008;11;174
003;2008;11;229
003;2008;11;52
003;2008;11;115
003;2008;11;243
003;2008;11;23
003;2008;11;72
003;2008;11;43
003;2008;11;184
003;2008;11;27
003;2008;11;248
003;2008;11;178
003;2008;11;33
003;2008;12;213
003;2008;12;35
003;2008;12;209
003;2008;12;185
003;2008;12;187
003;2008;12;18
003;2008;12;153
003;2008;12;183
003;2008;12;45
003;2008;12;65
003;2008;12;214
003;2008;12;76
003;2008;12;34
003;2008;12;103
003;2008;12;99
003;2008;12;130
003;2008;12;240
003;2008;12;114
003;2008;12;97
003;2008;12;221
003;2008;12;128
003;2008;12;197
003;2008;12;220
003;2008;12;154
003;2008;12;94
003;2008;12;235
003;2008;12;149
003;2008;12;221
003;2008;12;7
003;2008;12;128
003;2008;12;42
004;2008;01;142
004;2008;01;214
004;2008;01;144
004;2008;01;187
004;2008;01;93
004;2008;01;182
004;2008;01;133
004;2008;01;83
004;2008;01;165
004;2008;01;244
004;2008;01;119
004;2008;01;80
004;2008;01;3
004;2008;01;64
004;2008;01;152
004;2008;01;25
004;2008;01;156
004;2008;01;78
004;2008;01;134
004;2008;01;187
004;2008;01;10
004;2008;01;125
004;2008;01;82
004;2008;01;205
004;2008;01;246
004;2008;01;186
004;2008;01;235
004;2008;01;247
004;2008;01;29
004;2008;01;4
004;2008;01;27
004;2008;02;184
004;2008;02;17
004;2008;02;97
004;2008;02;89
004;2008;02;227
004;2008;02;201
004;2008;02;17
004;2008;02;83
004;2008;02;196
004;2008;02;3
004;2008;02;161
004;2008;02;195
004;2008;02;118
004;2008;02;6
004;2008;02;8
004;2008;02;203
004;2008;02;141
004;2008;02;235
004;2008;02;207
004;2008;02;165
004;2008;02;138
004;2008;02;48
004;2008;02;89
004;2008;02;250
004;2008;02;112
004;2008;02;23
004;2008;02;207
004;2008;02;152
004;2008;03;30
004;2008;03;203
004;2008;03;128
004;2008;03;92
004;2008;03;86
004;2008;03;72
004;2008;03;164
004;2008;03;128
004;2008;03;214
004;2008;03;148
004;2008;03;235
004;2008;03;198
004;2008;03;48
004;2008;03;228
004;2008;03;165
004;2008;03;17
004;2008;03;30
004;2008;03;155
004;2008;03;49
004;2008;03;203
004;2008;03;88
004;2008;03;169
004;2008;03;174
004;2008;03;198
004;2008;03;243
004;2008;03;127
004;2008;03;52
004;2008;03;111
004;2008;03;25
004;2008;03;117
004;2008;03;32
004;2008;04;10
004;2008;04;3
004;2008;04;194
004;2008;04;149
004;2008;04;124
004;2008;04;188
004;2008;04;100
004;2008;04;43
004;2008;04;246
004;2008;04;188
004;2008;04;90
004;2008;04;134
004;2008;04;149
004;2008;04;102
004;2008;04;236
004;2008;04;118
004;2008;04;88
004;2008;04;225
004;2008;04;98
004;2008;04;157
004;2008;04;106
004;2008;04;120
004;2008;04;139
004;2008;04;7
004;2008;04;169
004;2008;04;34
004;2008;04;103
004;2008;04;40
004;2008;04;176
004;2008;04;171
004;2008;05;164
004;2008;05;194
004;2008;05;196
004;2008;05;77
004;2008;05;6
004;2008;05;242
004;2008;05;156
004;2008;05;221
004;2008;05;15
004;2008;05;121
004;2008;05;7
004;2008;05;14
004;2008;05;57
004;2008;05;215
004;2008;05;58
004;2008;05;56
004;2008;05;204
004;2008;05;118
004;2008;05;104
004;2008;05;173
004;2008;05;104
004;2008;05;6
004;2008;05;54
004;2008;05;14
004;2008;05;209
004;2008;05;10
004;2008;05;144
004;2008;05;233
004;2008;05;4
004;2008;05;245
004;2008;05;173
004;2008;06;4
004;2008;06;142
004;2008;06;153
004;2008;06;52
004;2008;06;194
004;2008;06;14
004;2008;06;131
004;2008;06;81
004;2008;06;4
004;2008;06;97
004;2008;06;55
004;2008;06;115
004;2008;06;67
004;2008;06;235
004;2008;06;234
004;2008;06;225
004;2008;06;236
004;2008;06;137
004;2008;06;23
004;2008;06;217
004;2008;06;14
004;2008;06;46
004;2008;06;14
004;2008;06;125
004;2008;06;80
004;2008;06;190
004;2008;06;139
004;2008;06;189
004;2008;06;63
004;2008;06;126
004;2008;07;35
004;2008;07;4
004;2008;07;5
004;2008;07;19
004;2008;07;7
004;2008;07;38
004;2008;07;45
004;2008;07;90
004;2008;07;95
004;2008;07;167
004;2008;07;149
004;2008;07;219
004;2008;07;3
004;2008;07;76
004;2008;07;77
004;2008;07;236
004;2008;07;9
004;2008;07;216
004;2008;07;66
004;2008;07;172
004;2008;07;172
004;2008;07;17
004;2008;07;142
004;2008;07;187
004;2008;07;56
004;2008;07;6
004;2008;07;180
004;2008;07;61
004;2008;07;85
004;2008;07;84
004;2008;07;139
004;2008;08;250
004;2008;08;228
004;2008;08;69
004;2008;08;204
004;2008;08;6
004;2008;08;113
004;2008;08;198
004;2008;08;175
004;2008;08;113
004;2008;08;26
004;2008;08;239
004;2008;08;75
004;2008;08;226
004;2008;08;80
004;2008;08;153
004;2008;08;223
004;2008;08;167
004;2008;08;157
004;2008;08;246
004;2008;08;197
004;2008;08;63
004;2008;08;68
004;2008;08;107
004;2008;08;46
004;2008;08;147
004;2008;08;82
004;2008;08;68
004;2008;08;16
004;2008;08;85
004;2008;08;5
004;2008;08;18
004;2008;09;73
004;2008;09;151
004;2008;09;124
004;2008;09;124
004;2008;09;82
004;2008;09;136
004;2008;09;187
004;2008;09;207
004;2008;09;3
004;2008;09;160
004;2008;09;215
004;2008;09;134
004;2008;09;22
004;2008;09;143
004;2008;09;65
004;2008;09;30
004;2008;09;248
004;2008;09;117
004;2008;09;13
004;2008;09;159
004;2008;09;5
004;2008;09;233
004;2008;09;21
004;2008;09;233
004;2008;09;238
004;2008;09;147
004;2008;09;237
004;2008;09;32
004;2008;09;66
004;2008;09;151
004;2008;10;194
004;2008;10;21
004;2008;10;27
004;2008;10;94
004;2008;10;87
004;2008;10;68
004;2008;10;68
004;2008;10;5
004;2008;10;240
004;2008;10;45
004;2008;10;75
004;2008;10;245
004;2008;10;26
004;2008;10;73
004;2008;10;17
004;2008;10;167
004;2008;10;8
004;2008;10;136
004;2008;10;162
004;2008;10;67
004;2008;10;124
004;2008;10;55
004;2008;10;155
004;2008;10;156
004;2008;10;1
004;2008;10;244
004;2008;10;171
004;2008;10;15
004;2008;10;241
004;2008;10;77
004;2008;10;238
004;2008;11;175
004;2008;11;223
004;2008;11;39
004;2008;11;140
004;2008;11;59
004;2008;11;157
004;2008;11;200
004;2008;11;186
004;2008;11;184
004;2008;11;234
004;2008;11;33
004;2008;11;53
004;2008;11;134
004;2008;11;87
004;2008;11;165
004;2008;11;235
004;2008;11;67
004;2008;11;205
004;2008;11;146
004;2008;11;63
004;2008;11;22
004;2008;11;197
004;2008;11;89
004;2008;11;249
004;2008;11;181
004;2008;11;66
004;2008;11;94
004;2008;11;241
004;2008;11;150
004;2008;11;92
004;2008;12;201
004;2008;12;149
004;2008;12;156
004;2008;12;76
004;2008;12;155
004;2008;12;31
004;2008;12;163
004;2008;12;94
004;2008;12;77
004;2008;12;151
004;2008;12;50
004;2008;12;234
004;2008;12;9
004;2008;12;139
004;2008;12;156
004;2008;12;76
004;2008;12;16
004;2008;12;137
004;2008;12;13
004;2008;12;169
004;2008;12;43
004;2008;12;122
004;2008;12;65
004;2008;12;151
004;2008;12;208
004;2008;12;111
004;2008;12;146
004;2008;12;237
004;2008;12;124
004;2008;12;68
004;2008;12;198
005;2008;01;56
005;2008;01;157
005;2008;01;182
005;2008;01;55
005;2008;01;247
005;2008;01;247
005;2008;01;200
005;2008;01;39
005;2008;01;88
005;2008;01;121
005;2008;01;122
005;2008;01;120
005;2008;01;237
005;2008;01;113
005;2008;01;78
005;2008;01;40
005;2008;01;16
005;2008;01;142
005;2008;01;80
005;2008;01;80
005;2008;01;209
005;2008;01;146
005;2008;01;120
005;2008;01;178
005;2008;01;93
005;2008;01;60
005;2008;01;227
005;2008;01;182
005;2008;01;24
005;2008;01;152
005;2008;01;199
005;2008;02;66
005;2008;02;223
005;2008;02;37
005;2008;02;226
005;2008;02;151
005;2008;02;74
005;2008;02;124
005;2008;02;197
005;2008;02;158
005;2008;02;207
005;2008;02;52
005;2008;02;210
005;2008;02;23
005;2008;02;226
005;2008;02;219
005;2008;02;146
005;2008;02;250
005;2008;02;167
005;2008;02;11
005;2008;02;129
005;2008;02;40
005;2008;02;27
005;2008;02;62
005;2008;02;247
005;2008;02;236
005;2008;02;147
005;2008;02;25
005;2008;02;156
005;2008;03;240
005;2008;03;15
005;2008;03;88
005;2008;03;59
005;2008;03;90
005;2008;03;104
005;2008;03;63
005;2008;03;38
005;2008;03;59
005;2008;03;37
005;2008;03;186
005;2008;03;125
005;2008;03;43
005;2008;03;177
005;2008;03;151
005;2008;03;154
005;2008;03;29
005;2008;03;124
005;2008;03;63
005;2008;03;13
005;2008;03;137
005;2008;03;105
005;2008;03;242
005;2008;03;156
005;2008;03;162
005;2008;03;234
005;2008;03;212
005;2008;03;87
005;2008;03;168
005;2008;03;243
005;2008;04;166
005;2008;04;126
